Date,High,Low,Open,Close,Volume,Return
2020-02-26,47.38,46.13,47.38,46.56,26579.33,-1.522842639593902
2020-02-27,47.81,46.61,46.7,47.0,21649.32,0.9450171821305808
2020-02-28,46.9,45.27,46.22,45.56,40033.72,-3.0638297872340403
2020-03-02,46.6,45.52,45.55,46.0,27397.79,0.9657594381035972
2020-03-03,47.45,46.3,46.4,47.2,35483.64,2.60869565217392
2020-03-04,47.97,46.81,46.97,47.39,26248.29,0.40254237288135375
2020-03-05,50.15,47.37,47.39,49.6,61221.22,4.663431103608362
2020-03-06,49.99,48.8,49.49,49.08,27402.23,-1.0483870967741948
2020-03-09,48.98,47.4,48.23,47.94,29493.27,-2.3227383863080653
2020-03-10,50.57,47.01,47.01,50.46,53867.54,5.256570713391739
2020-03-11,50.78,49.28,50.46,50.17,41278.35,-0.5747126436781547
2020-03-12,50.6,48.59,49.52,50.28,31430.82,0.21925453458242483
2020-03-13,50.59,48.1,48.1,50.28,44965.98,0.0
2020-03-16,50.9,48.58,50.18,48.6,43742.09,-3.341288782816232
2020-03-17,49.83,46.57,48.7,48.86,38245.58,0.5349794238683092
2020-03-18,48.99,46.41,48.87,46.7,28394.66,-4.42079410560785
2020-03-19,47.08,42.6,46.59,43.89,46729.54,-6.017130620985012
2020-03-20,44.76,41.7,44.3,43.07,44456.52,-1.8683071314650301
2020-03-23,42.37,40.83,42.18,40.97,29903.04,-4.8757836080798755
2020-03-24,45.0,41.4,41.4,43.3,61051.28,5.687088113253602
2020-03-25,45.28,43.3,43.58,44.61,35513.91,3.025404157043887
2020-03-26,46.2,44.18,44.85,45.56,36267.15,2.129567361578122
2020-03-27,47.2,45.3,46.0,45.4,33503.44,-0.351185250219499
2020-03-30,49.3,46.35,46.35,47.48,184882.92,4.581497797356815
2020-03-31,48.08,44.91,48.08,45.51,112114.53,-4.14911541701769
2020-04-01,46.75,44.01,45.29,45.76,44694.25,0.5493298176225014
2020-04-02,46.94,44.99,45.27,46.87,36233.76,2.425699300699291
2020-04-03,48.0,46.39,47.2,47.12,36208.03,0.5333902282910197
2020-04-07,48.11,46.98,47.8,47.41,39943.07,0.6154499151103554
2020-04-08,47.39,46.28,47.0,47.0,42195.76,-0.8647964564437838
2020-04-09,50.85,47.11,47.38,49.71,67770.8,5.765957446808523
2020-04-10,52.68,49.36,50.29,51.88,52411.26,4.365318849326094
2020-04-13,52.68,50.9,52.24,51.99,31302.49,0.21202775636082194
2020-04-14,52.75,51.23,51.9,52.13,29869.8,0.26928255433738
2020-04-15,52.78,51.0,52.78,51.83,30350.98,-0.5754843660080611
2020-04-16,52.48,50.7,51.77,52.22,29505.23,0.7524599652710906
2020-04-17,52.8,51.0,52.11,51.3,36573.26,-1.761777096897743
2020-04-20,51.8,50.37,51.63,51.47,38898.73,0.331384015594538
2020-04-21,51.8,50.0,51.8,50.57,31725.13,-1.7485914124732882
2020-04-22,51.28,49.7,50.98,50.9,30645.12,0.6525608068024491
2020-04-23,52.22,50.3,51.19,51.17,31774.37,0.5304518664047242
2020-04-24,52.79,50.38,50.97,51.85,40687.06,1.3289036544850585
2020-04-27,52.55,51.41,51.85,52.15,25422.28,0.5785920925747368
2020-04-28,54.96,51.7,51.83,54.08,47214.0,3.7008628954937617
2020-04-29,54.41,52.51,54.41,53.45,21047.87,-1.164940828402361
2020-04-30,54.79,53.5,53.51,54.44,25699.36,1.8521983161833289
2020-05-06,55.4,53.79,54.2,55.08,38122.81,1.1756061719323974
2020-05-07,55.95,54.52,55.08,55.75,33419.08,1.2164124909223029
2020-05-08,57.0,55.02,55.54,56.47,22477.5,1.2914798206278055
2020-05-11,57.49,55.6,56.47,56.03,21242.98,-0.7791747830706575
2020-05-12,56.9,55.77,56.45,56.39,19117.95,0.6425129394966866
2020-05-13,59.09,56.55,56.99,58.53,30179.04,3.794999113317976
2020-05-14,59.28,57.51,58.26,58.35,21123.21,-0.3075345976422339
2020-05-15,58.9,56.16,57.84,56.54,28087.96,-3.1019708654670186
2020-05-18,58.52,55.5,56.54,57.95,26915.94,2.4938096922532793
2020-05-19,57.99,56.7,57.99,57.87,15577.41,-0.13805004314064728
2020-05-20,58.43,56.5,57.55,56.78,18972.05,-1.8835320546051415
2020-05-21,57.89,56.46,56.87,57.2,20982.17,0.739697076435375
2020-05-22,59.5,56.85,57.7,58.25,37840.79,1.8356643356643332
2020-05-25,60.88,56.6,58.85,59.56,41283.61,2.2489270386266025
2020-05-26,62.0,58.39,58.82,61.32,35398.26,2.9550033579583523
2020-05-27,62.28,60.76,61.72,61.46,27666.71,0.22831050228311334
2020-05-28,62.9,60.85,61.63,62.3,22670.74,1.3667425968109326
2020-05-29,61.7,60.52,60.87,61.7,18939.93,-0.9630818619582593
2020-06-01,63.52,60.0,61.7,61.08,31756.12,-1.0048622366288562
2020-06-02,61.05,59.0,61.05,59.32,33891.83,-2.8814669286182037
2020-06-03,60.43,58.3,60.33,60.0,19929.76,1.1463250168577188
2020-06-04,64.2,60.1,60.36,63.9,36716.22,6.499999999999995
2020-06-05,63.96,60.4,63.6,60.83,53882.71,-4.804381846635364
2020-06-08,60.5,58.01,60.31,58.6,48585.14,-3.6659542988656812
2020-06-09,59.4,57.94,58.6,59.01,23255.18,0.6996587030716706
2020-06-10,59.33,58.54,58.74,59.26,14950.71,0.4236570072869039
2020-06-11,59.45,58.1,59.27,58.42,22917.16,-1.4174822814714716
2020-06-12,58.99,57.6,57.66,58.5,19627.42,0.1369394043135852
2020-06-15,59.0,57.7,58.32,58.2,24056.26,-0.512820512820511
2020-06-16,60.85,58.29,58.61,60.25,24537.32,3.5223367697594377
2020-06-17,60.16,58.1,60.16,58.9,23027.73,-2.240663900414941
2020-06-18,58.8,57.67,58.8,58.0,22798.98,-1.5280135823429464
2020-06-19,61.4,58.03,58.6,61.4,52667.95,5.862068965517242
2020-06-22,67.54,62.6,64.0,67.54,76477.24,10.000000000000009
2020-06-23,71.28,67.69,69.41,70.33,61155.58,4.130885401243689
2020-06-24,69.82,67.12,69.25,67.56,50746.18,-3.9385752879283364
2020-06-29,69.9,67.2,67.6,69.06,33248.66,2.2202486678507993
2020-06-30,74.82,69.21,70.0,73.0,27809.72,5.705183898059651
2020-07-01,76.23,71.56,73.78,72.9,36090.23,-0.1369863013698569
2020-07-02,73.51,70.7,72.65,71.6,37589.78,-1.7832647462277196
2020-07-03,71.57,68.75,71.57,69.93,37000.58,-2.3324022346368545
2020-07-06,71.46,67.7,70.0,70.2,43489.84,0.38610038610038533
2020-07-07,71.88,68.68,70.17,70.41,50058.75,0.2991452991452981
2020-07-08,70.76,69.46,69.5,70.5,37507.0,0.12782275244993535
2020-07-09,71.66,69.5,69.96,70.2,51204.24,-0.42553191489361764
2020-07-10,73.31,69.95,70.6,70.29,66717.96,0.12820512820512775
2020-07-13,72.49,68.9,69.5,72.13,48049.14,2.6177265613885226
2020-07-14,73.72,71.13,72.16,72.45,41245.74,0.4436434215999041
2020-07-15,75.35,72.01,72.52,74.4,44764.79,2.69151138716357
2020-07-16,73.5,67.87,73.01,68.0,59966.62,-8.602150537634412
2020-07-17,70.1,68.0,69.1,69.13,25162.77,1.6617647058823515
2020-07-20,70.0,66.21,69.75,68.52,34266.53,-0.8823954867640649
2020-07-21,71.35,66.45,67.05,69.9,26304.69,2.0140105078809256
2020-07-22,72.48,68.55,68.79,71.5,28517.84,2.2889842632331847
2020-07-23,73.5,70.65,71.51,71.9,29615.74,0.5594405594405716
2020-07-24,72.8,68.0,71.61,69.6,33684.56,-3.198887343532697
2020-07-27,71.48,69.0,71.0,69.6,20691.23,0.0
2020-07-28,73.46,69.83,69.83,71.77,29195.2,3.1178160919540288
2020-07-29,72.58,70.72,71.77,72.33,22245.95,0.7802703079281104
2020-07-30,73.88,71.48,72.34,72.7,21396.02,0.5115443107977402
2020-07-31,74.5,71.77,72.7,72.82,30741.52,0.16506189821181572
2020-08-03,73.49,71.0,72.94,72.37,32557.87,-0.6179620983246203
2020-08-04,74.2,71.3,72.37,71.9,23650.1,-0.6494403758463441
2020-08-05,73.97,70.91,71.61,73.5,23006.74,2.225312934631418
2020-08-06,73.51,70.19,73.27,71.51,22428.73,-2.7074829931972744
2020-08-07,72.0,68.9,71.25,69.96,19876.84,-2.1675290169207218
2020-08-10,70.9,68.5,69.66,68.83,21751.32,-1.6152086906803809
2020-08-11,70.16,68.28,69.38,68.31,17142.48,-0.75548452709574
2020-08-12,68.78,65.68,68.29,67.8,25581.08,-0.7465963987703161
2020-08-13,69.99,67.58,67.58,67.8,20259.68,0.0
2020-08-14,69.58,67.41,67.75,69.45,26212.67,2.433628318584069
2020-08-17,76.4,73.5,73.5,76.4,32101.68,10.007199424046087
2020-08-18,84.04,76.4,76.4,83.3,92132.16,9.03141361256543
2020-08-19,84.5,80.0,83.67,82.0,66481.4,-1.5606242496998712
2020-08-20,83.87,80.11,83.54,81.0,44973.33,-1.2195121951219523
2020-08-21,84.9,81.25,81.49,84.34,42193.07,4.12345679012347
2020-08-24,85.55,82.66,84.17,84.34,35978.96,0.0
2020-08-25,89.29,82.66,83.0,85.6,45383.35,1.4939530471899332
2020-08-26,89.88,85.22,86.0,88.58,39850.07,3.4813084112149673
2020-08-27,88.95,85.88,87.17,88.55,28908.51,-0.03386769022353242
2020-08-28,91.19,86.0,87.87,90.14,30083.73,1.795595708639186
2020-08-31,92.51,89.23,90.15,91.05,31750.6,1.0095407144441904
2020-09-01,92.19,88.29,91.8,91.78,30839.99,0.8017572762218705
2020-09-02,93.38,90.29,92.0,92.46,25686.45,0.7409021573327346
2020-09-03,94.81,90.15,92.56,91.29,33351.66,-1.2654120700843485
2020-09-04,90.99,86.93,90.29,87.87,42852.8,-3.7463029904699297
2020-09-07,88.9,84.3,88.04,85.0,45117.19,-3.266188687834304
2020-09-08,87.18,83.6,86.52,85.62,37408.71,0.7294117647058895
2020-09-09,86.82,82.68,86.0,83.29,33063.28,-2.721326792805412
2020-09-10,87.88,83.17,84.79,86.01,38911.46,3.2656981630447834
2020-09-11,90.29,85.22,85.69,89.3,29041.52,3.82513661202184
2020-09-14,98.23,94.08,96.0,98.23,20842.49,10.000000000000009
2020-09-15,101.88,96.88,99.0,98.55,81200.64,0.32576605924869995
2020-09-16,101.79,99.19,99.19,100.48,38815.75,1.958396752917313
2020-09-17,101.29,97.14,97.46,99.89,42805.69,-0.5871815286624282
2020-09-18,101.55,96.66,97.01,100.57,30694.85,0.6807488237060788
2020-09-21,100.9,97.83,100.9,100.51,21644.25,-0.05965993835138628
2020-09-22,101.49,98.59,99.31,99.54,19535.86,-0.9650781016814269
2020-09-23,104.08,99.26,100.5,102.5,31639.28,2.973678923046008
2020-09-24,104.47,97.64,97.64,102.7,23836.59,0.19512195121951237
2020-09-25,105.45,101.1,103.9,104.21,23650.31,1.470301850048683
2020-09-28,106.6,102.0,105.0,104.33,25483.02,0.11515209672776638
2020-09-29,105.28,101.0,105.28,104.09,19303.38,-0.23003929838013581
2020-09-30,105.5,102.53,105.0,103.19,19600.74,-0.8646363723700645
2020-10-09,103.8,99.27,102.15,102.86,46550.26,-0.3197984300804313
2020-10-12,107.58,102.06,103.06,105.8,32835.34,2.8582539373906313
2020-10-13,108.59,105.38,106.81,106.0,19607.67,0.1890359168241984
2020-10-14,107.9,105.18,105.18,106.92,23516.64,0.8679245283018888
2020-10-15,108.23,105.09,108.0,106.95,17911.09,0.028058361391702924
2020-10-16,109.66,104.99,108.4,106.51,18729.07,-0.4114071996259905
2020-10-19,107.3,103.0,107.0,103.0,19183.0,-3.2954652145338548
2020-10-20,107.0,103.06,104.71,106.91,20743.56,3.7961165048543632
2020-10-21,106.41,103.2,105.52,103.92,18759.18,-2.7967449256383836
2020-10-22,104.79,99.88,103.79,103.35,22081.62,-0.5484988452655992
2020-10-23,106.3,99.26,103.35,99.87,21980.71,-3.3671988388969454
2020-10-26,103.94,96.0,97.44,102.06,26828.45,2.1928507059176816
2020-10-27,104.0,101.72,102.06,103.69,19942.69,1.5970997452478874
2020-10-28,107.77,103.33,103.95,105.89,28839.09,2.1217089401099454
2020-10-29,110.0,103.9,105.81,106.69,22868.87,0.7555009915950484
2020-10-30,109.85,105.09,109.53,106.92,17863.71,0.21557784234698119
2020-11-02,108.5,105.49,106.62,105.92,20926.9,-0.9352787130564866
2020-11-03,107.77,103.6,107.0,104.68,20136.78,-1.1706948640483383
2020-11-04,107.0,102.99,104.68,106.17,22663.8,1.4233855559801167
2020-11-05,109.5,105.8,108.19,108.64,21365.5,2.3264575680512323
2020-11-06,109.98,104.8,109.98,107.0,19806.83,-1.5095729013254844
2020-11-09,109.44,104.01,109.0,105.58,31650.88,-1.3271028037383226
2020-11-10,109.4,103.62,104.53,107.05,34035.92,1.3923091494601136
2020-11-11,108.83,103.98,107.05,104.51,23575.4,-2.372723026623069
2020-11-12,107.0,103.16,106.03,106.53,28200.07,1.9328293943163377
2020-11-13,106.85,103.51,106.31,103.86,20859.0,-2.5063362433117464
2020-11-16,105.14,101.75,105.0,103.2,21516.45,-0.6354708261120723
2020-11-17,104.48,99.47,104.48,100.99,21016.86,-2.1414728682170647
2020-11-18,102.28,99.01,99.93,101.62,33252.8,0.623824141004059
2020-11-19,105.1,99.5,101.39,104.36,37448.33,2.6963196221216235
2020-11-20,109.5,102.35,104.2,108.3,34846.17,3.7753928708317286
2020-11-23,111.6,106.92,109.92,109.23,24686.33,0.8587257617728605
2020-11-24,114.87,107.12,109.5,113.2,29188.46,3.634532637553778
2020-11-25,114.0,107.0,113.34,109.39,37669.44,-3.3657243816254456
2020-11-26,112.0,104.4,111.45,108.22,26690.47,-1.0695676021574174
2020-11-27,109.86,106.2,109.1,108.3,13469.7,0.07392348918868752
2020-11-30,108.63,102.5,108.63,105.0,30252.07,-3.0470914127423754
2020-12-01,105.55,102.32,104.0,105.24,23271.06,0.22857142857142243
2020-12-02,107.05,103.57,107.05,104.39,17899.41,-0.8076776890915904
2020-12-03,106.6,103.06,104.4,105.92,18104.8,1.4656576300411839
2020-12-04,116.51,104.6,105.03,116.51,37340.99,9.998111782477338
2020-12-07,118.8,115.5,116.38,116.8,35689.38,0.24890567333275548
2020-12-08,118.11,115.49,116.8,117.03,17894.66,0.19691780821917693
2020-12-09,120.7,116.8,117.94,119.35,24292.89,1.9823976758096107
2020-12-10,119.97,116.02,118.35,117.74,21444.36,-1.3489736070381175
2020-12-11,121.0,117.11,118.88,119.28,21129.14,1.3079667063020217
2020-12-14,122.95,117.2,122.54,122.0,26818.97,2.280348759222006
2020-12-15,123.0,119.5,120.44,120.26,18616.41,-1.4262295081967191
2020-12-16,123.0,118.26,120.36,119.82,22007.11,-0.36587393979711225
2020-12-17,121.54,118.82,119.38,119.99,24486.27,0.14187948589550192
2020-12-18,120.66,116.35,119.01,116.99,24009.22,-2.500208350695887
2020-12-21,118.2,114.51,117.0,115.41,26784.55,-1.3505427814343052
2020-12-22,119.44,114.88,114.98,116.57,25124.63,1.0051122086474296
2020-12-23,120.57,115.87,117.03,117.82,37717.62,1.0723170627090939
2020-12-24,116.82,113.0,116.82,113.58,26530.18,-3.5987098964522124
2020-12-25,115.99,111.0,113.58,114.19,21521.45,0.5370663849269208
2020-12-28,117.77,113.65,113.65,115.4,27368.98,1.0596374463613278
2020-12-29,118.1,114.31,115.4,115.36,19734.5,-0.03466204506066273
2020-12-30,117.5,114.0,114.36,117.37,23010.26,1.742371705963941
2020-12-31,119.86,116.37,116.37,118.99,22916.14,1.3802504899037116
2021-01-04,121.1,117.69,119.22,120.59,27330.94,1.3446508109925315
2021-01-05,131.35,119.59,121.0,130.12,35328.03,7.902811178372993
2021-01-06,133.33,127.29,129.9,130.74,27121.82,0.4764832462342383
2021-01-07,132.2,127.8,131.0,132.11,21589.62,1.0478812911121294
2021-01-08,133.5,128.51,132.5,131.98,27080.24,-0.09840284611311034
2021-01-11,131.99,126.3,130.19,128.5,34339.77,-2.636763145931198
2021-01-12,131.49,127.5,128.06,128.99,24303.84,0.38132295719846
2021-01-13,129.99,123.0,129.99,125.0,38657.06,-3.093263043646799
2021-01-14,126.15,119.99,125.6,121.25,36838.63,-3.0000000000000027
2021-01-15,125.79,116.0,119.99,124.94,37282.02,3.0432989690721612
2021-01-18,125.94,119.65,124.9,124.2,32802.58,-0.5922842964622976
2021-01-19,127.1,121.11,124.2,121.57,33152.08,-2.117552334943651
2021-01-20,130.7,120.63,122.06,129.49,32172.91,6.514765155877278
2021-01-21,134.0,128.5,129.7,131.33,24688.6,1.4209591474245054
2021-01-22,142.21,129.76,131.7,139.7,38877.29,6.373258204522947
2021-01-25,141.0,135.0,138.52,136.71,40377.9,-2.140300644237636
2021-01-26,136.8,132.3,136.74,133.58,25769.87,-2.2895179577207214
2021-01-27,133.24,129.3,131.99,131.82,22622.3,-1.317562509357706
2021-01-28,133.3,128.56,130.03,131.03,20076.37,-0.5993020785920122
2021-01-29,137.0,129.3,131.03,134.36,26361.55,2.5414027321987387
2021-02-01,138.5,128.84,131.0,128.88,41068.62,-4.078594819886883
2021-02-02,139.2,128.86,128.88,136.89,44084.56,6.21508379888267
2021-02-03,139.65,132.45,135.0,137.07,39429.83,0.13149243918475495
2021-02-04,138.8,134.4,135.45,135.57,23419.44,-1.0943313635368823
2021-02-05,141.59,132.21,134.2,140.87,31648.37,3.90941948808734
2021-02-08,152.0,141.5,141.88,151.37,42326.19,7.453680698516352
2021-02-09,157.19,146.03,148.2,154.21,26954.36,1.8761973971064272
2021-02-10,164.4,151.5,154.21,162.0,29248.52,5.051553076972959
2021-02-18,163.38,152.61,162.01,157.27,36954.84,-2.919753086419752
2021-02-19,158.0,149.56,158.0,155.0,31534.45,-1.4433776308259705
2021-02-22,155.92,142.28,155.88,144.12,46134.31,-7.019354838709679
2021-02-23,146.39,140.67,142.01,142.26,30727.92,-1.2905911740216602
2021-02-24,142.93,134.6,142.26,139.19,37710.55,-2.1580205257978324
2021-02-25,139.18,126.55,139.18,128.62,52485.92,-7.593936346001861
2021-02-26,125.0,118.01,123.75,120.74,71475.51,-6.126574405224705
2021-03-01,121.95,116.82,120.74,118.3,49174.36,-2.0208712936889195
2021-03-02,122.5,115.0,119.87,115.98,52496.91,-1.9611158072696422
2021-03-03,117.88,113.2,113.2,116.07,36831.24,0.07759958613553497
2021-03-04,114.99,107.0,114.99,109.07,49994.43,-6.030843456534852
2021-03-05,111.19,104.56,108.18,109.17,50595.45,0.09168423947925053
2021-03-08,110.0,98.25,108.9,98.26,72759.58,-9.993587982046348
2021-03-09,99.47,94.01,99.47,94.7,76057.75,-3.623040911866482
2021-03-10,100.19,95.3,97.49,96.0,57058.7,1.372756071805692
2021-03-11,100.9,94.38,96.0,99.0,47758.96,3.125
2021-03-12,100.49,93.8,100.49,95.79,61997.4,-3.2424242424242355
2021-03-15,96.66,89.12,94.9,91.0,54095.34,-5.000521975153993
2021-03-16,95.32,90.92,91.98,93.57,45454.65,2.824175824175823
2021-03-17,98.68,90.7,93.81,97.79,49528.48,4.509992518969774
2021-03-18,103.28,95.3,96.74,101.71,64403.66,4.008589835361476
2021-03-19,103.5,98.04,99.24,102.57,49835.44,0.8455412447153643
2021-03-22,105.79,101.14,103.7,102.82,36902.77,0.2437359851808596
2021-03-23,103.79,100.0,102.34,101.42,31609.88,-1.3616028010114634
2021-03-24,105.2,99.54,100.24,100.69,58337.71,-0.7197791362650419
2021-03-25,102.68,99.0,102.0,102.02,25899.39,1.320885887377088
2021-03-26,108.26,102.0,102.0,106.71,40562.42,4.597137816114483
2021-03-29,114.0,107.27,107.27,111.37,51339.96,4.3669759160341215
2021-03-30,113.32,109.02,110.95,111.7,36527.98,0.29630959863518047
2021-03-31,112.28,107.2,111.69,111.29,30671.66,-0.36705461056401045
2021-04-01,114.46,110.2,110.83,114.08,20528.09,2.50696378830082
2021-04-02,118.0,113.0,114.09,117.58,34749.17,3.0680224403927037
2021-04-06,117.08,112.0,115.87,115.42,25582.14,-1.837047116856605
2021-04-07,116.88,109.12,114.68,113.29,34828.64,-1.8454340668861535
2021-04-08,117.2,110.0,111.64,116.11,27004.48,2.489187042104324
2021-04-09,117.17,113.97,114.94,116.29,17643.61,0.15502540694170008
2021-04-12,118.29,111.11,116.66,114.15,34872.18,-1.8402270186602454
2021-04-13,121.0,114.8,115.2,118.74,39721.78,4.02102496714849
2021-04-14,125.72,117.03,118.7,122.69,36647.44,3.3265959238672815
2021-04-15,125.0,120.22,122.69,123.69,25444.22,0.8150623522699574
2021-04-16,125.0,121.01,123.4,122.61,27893.36,-0.8731506184816884
2021-04-19,124.73,119.0,122.6,122.95,22784.49,0.2773020145175886
2021-04-20,127.24,121.24,121.5,126.62,34865.01,2.984953233021548
2021-04-21,135.25,124.0,124.0,131.63,42889.9,3.9567208971726275
2021-04-22,134.99,129.01,131.75,134.35,27043.94,2.0663982374838463
2021-04-23,142.45,135.0,135.0,139.26,38770.48,3.6546334201711828
2021-04-26,139.6,126.04,139.45,127.44,69634.84,-8.487720809995691
2021-04-27,132.77,122.5,122.5,132.4,44873.16,3.8920276208411764
2021-04-28,142.0,130.83,131.0,141.55,45637.92,6.91087613293051
2021-04-29,153.34,144.51,144.51,149.98,86052.43,5.9554927587424755
2021-04-30,157.6,147.03,149.97,157.38,50874.63,4.933991198826515
2021-05-06,157.35,143.27,157.05,153.47,52404.15,-2.484432583555718
2021-05-07,158.15,152.26,153.0,153.2,40080.26,-0.1759301492148424
2021-05-10,155.6,149.35,149.35,150.87,48844.19,-1.520887728459519
2021-05-11,155.0,149.5,155.0,151.87,41494.03,0.6628222973420916
2021-05-12,152.5,148.7,151.85,151.02,30874.28,-0.5596892078751581
2021-05-13,159.45,150.26,153.02,158.2,49977.65,4.754337173884249
2021-05-14,173.49,156.5,159.5,170.55,64236.8,7.806573957016449
2021-05-17,171.89,167.35,171.09,170.0,54448.43,-0.32248607446497823
2021-05-18,181.59,170.49,171.3,176.08,45908.18,3.576470588235292
2021-05-19,175.33,165.0,172.73,168.35,50212.09,-4.390049977283061
2021-05-20,173.02,167.83,169.66,171.65,40114.03,1.9602019602019682
2021-05-21,173.31,164.87,172.0,171.25,42787.86,-0.2330323332362383
2021-05-24,173.0,168.14,169.77,171.55,49614.97,0.17518248175183437
2021-05-25,174.22,169.09,171.56,173.18,52497.85,0.9501603031186301
2021-05-26,174.0,169.5,173.2,171.25,37847.14,-1.1144473957731882
2021-05-27,174.93,167.02,171.25,174.93,41484.32,2.148905109489063
2021-05-28,174.7,168.16,172.53,173.1,33251.89,-1.046132738809813
2021-05-31,175.5,171.15,174.58,172.85,29326.31,-0.14442518775273916
2021-06-01,173.58,167.81,171.95,170.85,41823.66,-1.1570726063060421
2021-06-02,173.8,169.7,172.85,171.47,40910.93,0.36289142522680784
2021-06-03,173.58,166.95,170.43,170.23,45209.38,-0.72315857001225
2021-06-04,174.5,168.0,168.89,171.25,33579.52,0.5991893320801411
2021-06-07,187.8,171.81,172.5,178.0,80854.76,3.9416058394160514
2021-06-08,181.0,163.5,181.0,169.5,91885.98,-4.7752808988763995
2021-06-09,175.01,163.0,165.05,172.49,46019.12,1.7640117994100368
2021-06-10,179.64,171.0,173.49,174.59,44623.85,1.2174618818482141
2021-06-11,174.85,169.09,174.0,171.97,44419.09,-1.5006586860644933
2021-06-15,173.77,169.11,170.7,171.55,32020.86,-0.24422864453101933
2021-06-16,173.99,165.2,170.83,169.59,31582.09,-1.1425240454677965
2021-06-17,182.83,168.74,170.5,181.91,43120.73,7.264579279438643
2021-06-18,193.5,182.0,184.99,185.26,53380.47,1.841570007146398
2021-06-21,188.8,178.22,184.65,182.74,33105.08,-1.360250458814627
2021-06-22,184.09,178.45,184.0,182.4,26747.98,-0.1860566925686813
2021-06-23,184.3,177.5,182.0,180.0,36550.12,-1.3157894736842146
2021-06-24,183.1,177.3,180.18,180.5,30890.7,0.2777777777777768
2021-06-25,189.78,178.88,180.27,188.1,37538.65,4.210526315789465
2021-06-28,197.7,186.1,188.0,194.71,43232.12,3.5140882509303584
2021-06-29,201.0,191.26,193.83,198.61,37118.15,2.0029787889682016
2021-06-30,199.5,194.28,195.81,197.95,19728.94,-0.33230955138211504
2021-07-01,199.02,188.35,199.02,197.2,25498.54,-0.37888355645364635
2021-07-02,206.0,195.0,200.0,199.96,52683.44,1.3995943204868189
2021-07-05,205.0,191.89,193.0,197.0,53481.3,-1.4802960592118497
2021-07-06,207.0,190.79,200.28,194.16,50928.35,-1.4416243654822303
2021-07-07,199.85,191.6,195.6,198.65,41551.78,2.3125257519571507
2021-07-08,199.61,186.89,198.7,188.0,47430.34,-5.361188019129126
2021-07-09,191.09,177.81,189.71,184.2,55674.36,-2.021276595744692
2021-07-12,187.8,179.2,183.47,183.01,50117.27,-0.6460369163952207
2021-07-13,194.6,184.1,185.51,190.0,52022.32,3.8194634172995956
2021-07-14,197.58,186.69,189.9,197.5,56311.43,3.9473684210526327
2021-07-15,205.0,197.55,197.55,203.31,62381.46,2.941772151898725
2021-07-16,204.98,198.2,203.0,199.1,45990.67,-2.070729427967144
2021-07-19,200.79,192.55,198.88,197.8,44340.19,-0.6529382219989888
2021-07-20,199.58,195.11,198.0,197.48,34881.03,-0.16177957532862441
2021-07-21,206.0,196.1,198.99,205.03,38665.89,3.823171966781458
2021-07-22,209.99,201.02,204.0,202.59,27219.13,-1.1900697458908427
2021-07-23,203.99,191.88,202.59,193.91,37856.05,-4.284515523964661
2021-07-26,191.84,174.52,190.0,174.52,43177.23,-9.999484296838734
2021-07-27,169.67,159.0,166.7,159.68,83934.29,-8.503323401329366
2021-07-28,171.11,154.26,154.57,167.37,69308.5,4.815881763527052
2021-07-29,178.79,170.0,175.73,171.68,41662.62,2.5751329389974265
2021-07-30,171.68,154.51,171.66,154.51,53312.67,-10.001164958061516
2021-08-02,164.55,144.3,150.8,163.42,84416.72,5.766617047440303
2021-08-03,166.8,152.06,159.99,164.3,56433.7,0.5384897809325828
2021-08-04,170.89,161.5,163.25,165.66,57110.3,0.8277541083383966
2021-08-05,174.71,158.58,162.18,170.0,42356.81,2.6198237353615816
2021-08-06,169.99,163.39,166.99,164.52,32492.74,-3.223529411764703
2021-08-09,178.06,163.73,165.0,176.8,39860.42,7.464138098711404
2021-08-10,190.18,172.1,175.42,187.83,47110.41,6.23868778280543
2021-08-11,186.5,176.01,185.0,176.4,58856.65,-6.085289889793966
2021-08-12,181.5,175.91,177.8,176.8,29518.73,0.22675736961450532
2021-08-13,179.25,169.47,176.25,174.0,41991.89,-1.5837104072398245
2021-08-16,180.38,172.01,176.66,179.0,43625.52,2.8735632183908066
2021-08-17,178.8,165.0,178.8,165.96,37411.06,-7.2849162011173085
2021-08-18,178.84,165.0,165.95,173.19,63827.38,4.356471438900944
2021-08-19,156.18,155.87,156.0,155.87,13831.0,-10.000577400542754
2021-08-20,145.94,140.28,143.0,140.28,73089.16,-10.00192468082377
2021-08-23,142.28,132.0,141.08,136.18,115817.82,-2.92272597661819
2021-08-24,147.59,137.5,137.78,146.17,84147.73,7.33587898369803
2021-08-25,150.9,143.22,145.3,146.21,47968.47,0.027365396456202618
2021-08-26,147.5,134.91,147.5,140.5,91065.39,-3.9053416318993284
2021-08-27,144.9,137.35,139.99,143.0,46997.43,1.7793594306049876
2021-08-30,143.5,135.86,143.47,138.76,55911.78,-2.965034965034974
2021-08-31,143.99,137.97,138.22,140.15,37971.2,1.0017296050735203
2021-09-01,142.63,135.25,138.15,139.3,37056.85,-0.6064930431680327
2021-09-02,140.75,135.02,137.14,136.0,36519.88,-2.3689877961234784
2021-09-03,136.44,131.9,134.68,132.6,39418.37,-2.500000000000002
2021-09-06,145.5,132.26,132.26,142.55,49726.88,7.5037707390648745
2021-09-07,146.23,139.4,142.56,143.43,34566.08,0.6173272535952234
